, 3,3,3,0,0.27,-9.50,-1.62,0.00,0.19,-0.06,5.06,132.37,26.75,89.75,1.69,99.75,-0.05,0.17,0.04,0.29,-9.65,-1.66,0.46,-0.56,0.52,-0.45,-87.74,-1.73,-99.81,
185640, 3,3,3,0,0.24,-9.46,-1.64,0.13,0.19,0.00,5.06,132.37,26.75,89.75,1.69,99.75,-0.05,0.19,0.02,0.29,-9.65,-1.66,0.46,-0.56,0.52,-0.45,-87.74,-1.73,-99.81,
185653, 3,3,3,0,0.20,-9.44,-1.65,0.13,0.19,0.00,5.06,132.37,26.75,89.75,1.69,99.75,-0.08,0.21,0.01,0.29,-9.65,-1.66,0.46,-0.56,0.52,-0.45,-87.74,-1.73,-99.81,
185665, 3,3,3,0,0.20,-9.46,-1.66,-0.06,0.13,-0.13,5.06,132.37,26.75,89.75,1.69,99.75,-0.06,0.23,0.02,0.29,-9.65,-1.66,0.46,-0.56,0.52,-0.45,-87.74,-1.73,-99.81,
185676, 3,3,3,0,0.23,-9.42,-1.64,0.13,-0.06,0.00,5.06,132.37,26.75,89.75,1.69,99.75,-0.04,0.17,0.04,0.29,-9.65,-1.66,0.46,-0.56,0.52,-0.45,-87.74,-1.73,-99.81,
185688, 3,3,3,0,0.25,-9.48,-1.62,0.00,0.00,-0.06,5.75,133.06,26.37,89.75,1.69,99.75,-0.03,0.17,0.08,0.29,-9.65,-1.66,0.46,-0.56,0.52,-0.45,-87.74,-1.73,-99.81,
185701, 3,3,3,0,0.28,-9.46,-1.65,0.00,0.00,0.00,5.75,133.06,26.37,89.75,1.69,99.75,0.00,0.19,0.01,0.29,-9.65,-1.66,0.46,-0.56,0.52,-0.45,-87.74,-1.73,-99.81,
185714, 3,3,3,0,0.28,-9.49,-1.62,0.06,0.13,-0.06,5.75,133.06,26.37,89.75,1.69,99.75,0.00,0.16,0.04,0.29,-9.65,-1.66,0.46,-0.56,0.52,-0.45,-87.74,-1.73,-99.81,
185725, 3,3,3,0,0.30,-9.47,-1.61,0.00,0.13,-0.06,5.75,133.06,26.37,89.75,1.69,99.75,-0.01,0.16,0.04,0.29,-9.65,-1.66,0.46,-0.56,0.52,-0.45,-87.74,-1.73,-99.81,
185737, 3,3,3,0,0.28,-9.49,-1.62,0.00,0.06,0.06,6.19,131.56,26.00,89.75,1.69,99.75,-0.04,0.20,0.00,0.29,-9.65,-1.66,0.46,-0.56,0.52,-0.45,-87.74,-1.73,-99.81,
