400454, 3,2,3,2,1.09,-0.54,9.82,1.50,-0.56,-2.12,-7.00,5.69,-31.56,31.19,8.44,3.06,-0.17,0.01,0.08,1.44,-0.52,9.68,-0.96,0.05,0.06,0.27,-30.96,-8.48,-3.11,
400467, 3,2,3,2,1.35,-0.48,9.82,0.81,-0.94,-2.31,-7.00,5.69,-31.56,31.19,8.44,3.06,-0.09,0.04,0.13,1.44,-0.52,9.68,-0.96,0.05,0.06,0.27,-31.00,-8.51,-3.09,
400477, 3,2,3,2,1.34,-0.41,9.81,-0.06,-1.06,-2.44,-7.00,5.69,-31.56,31.19,8.50,3.06,-0.10,0.10,0.12,1.45,-0.52,9.68,-0.96,0.05,0.06,0.27,-31.03,-8.52,-3.11,
400486, 3,2,3,2,1.35,-0.41,9.71,-1.94,-1.50,-1.81,-7.37,5.00,-31.56,31.25,8.50,3.06,-0.10,0.10,0.03,1.45,-0.52,9.68,-0.96,0.05,0.06,0.27,-31.04,-8.53,-3.12,
400498, 3,2,3,2,1.48,-0.60,9.47,-1.94,-1.50,-1.81,-7.37,5.00,-31.56,31.25,8.50,3.06,0.02,-0.07,-0.21,1.45,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.06,-8.54,-3.14,
400510, 3,2,3,2,1.38,-0.68,9.51,-2.44,-1.19,-1.56,-7.37,5.00,-31.56,31.31,8.50,3.12,-0.07,-0.12,-0.15,1.45,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.08,-8.55,-3.16,
400522, 3,2,3,2,1.37,-0.66,9.52,-1.69,0.44,-3.06,-7.37,5.00,-31.56,31.31,8.50,3.12,-0.06,-0.08,-0.16,1.45,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.11,-8.54,-3.17,
400531, 3,2,3,2,1.39,-0.61,9.52,-1.19,0.62,-3.19,-6.56,4.56,-32.50,31.37,8.50,3.12,-0.02,-0.06,-0.15,1.45,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.14,-8.54,-3.19,
400541, 3,2,3,2,1.43,-0.60,9.53,-0.75,0.31,-3.06,-6.56,4.56,-32.50,31.37,8.50,3.19,-0.02,0.00,-0.16,1.45,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.17,-8.54,-3.18,
400553, 3,2,3,2,1.42,-0.54,9.52,-0.19,-0.06,-2.62,-6.56,4.56,-32.50,31.37,8.50,3.12,0.00,0.04,-0.17,1.45,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.19,-8.54,-3.18,
400566, 3,2,3,2,1.46,-0.47,9.57,0.06,-0.13,-2.19,-6.56,4.56,-32.50,31.44,8.50,3.12,0.00,0.06,-0.10,1.45,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.22,-8.54,-3.18,
400576, 3,2,3,2,1.44,-0.45,9.61,0.37,-0.62,-1.50,-6.56,4.56,-32.50,31.44,8.50,3.12,-0.01,0.08,-0.06,1.45,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.23,-8.55,-3.18,
400586, 3,2,3,2,1.37,-0.49,9.69,0.31,-1.75,-1.12,-6.56,3.87,-32.75,31.44,8.56,3.12,-0.09,0.04,0.01,1.46,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.25,-8.57,-3.18,
400598, 3,2,3,2,1.43,-0.49,9.61,0.37,-2.25,-0.88,-6.56,3.87,-32.75,31.44,8.56,3.12,-0.03,0.04,-0.06,1.46,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.26,-8.61,-3.17,
400610, 3,2,3,2,1.48,-0.53,9.55,0.31,-1.94,-0.94,-6.56,3.87,-32.75,31.50,8.56,3.12,0.03,0.03,-0.10,1.47,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.27,-8.62,-3.17,
400622, 3,2,3,2,1.50,-0.50,9.57,0.19,-0.75,-1.00,-6.56,3.87,-32.75,31.50,8.63,3.12,-0.01,0.04,-0.01,1.47,-0.53,9.68,-0.96,0.05,0.07,0.27,-31.28,-8.63,-3.17,
400633, 3,2,3,2,1.46,-0.49,9.66,0.13,-0.75,-0.56,-7.37,5.00,-32.00,31.50,8.63,3.12,0.05,0.08,-0.02,1.47,-0.53,9.68,-0.96,0.05,0.07,0.27,-31.28,-8.64,-3.17,
400645, 3,2,3,2,1.51,-0.46,9.67,0.06,-0.69,0.06,-7.37,5.00,-32.00,31.50,8.63,3.12,0.04,0.06,0.00,1.47,-0.53,9.68,-0.96,0.05,0.07,0.27,-31.28,-8.65,-3.17,
400658, 3,2,3,2,1.42,-0.48,9.67,-0.13,-0.81,0.56,-7.37,5.00,-32.00,31.50,8.63,3.12,-0.05,0.05,0.00,1.47,-0.53,9.68,-0.96,0.05,0.07,0.27,-31.27,-8.67,-3.17,
400670, 3,2,3,2,1.44,-0.54,9.50,-0.06,-1.12,1.00,-7.37,5.00,-32.00,31.44,8.63,3.12,-0.07,-0.07,-0.13,1.47,-0.53,9.67,-0.96,0.05,0.07,0.27,-31.25,-8.67,-3.17,
400681, 3,2,3,2,1.40,-0.61,9.54,0.19,-0.62,1.12,-6.56,4.56,-32.50,31.44,8.63,3.12,-0.12,-0.10,-0.07,1.47,-0.53,9.67,-0.96,0.05,0.07,0.27,-31.25,-8.67,-3.17,
400693, 3,2,3,2,1.35,-0.63,9.60,0.75,0.44,0.44,-6.56,4.56,-32.50,31.44,8.63,3.12,-0.21,-0.09,-0.01,1.47,-0.53,9.67,-0.96,0.05,0.07,0.27,-31.25,-8.67,-3.17,
400705, 3,2,3,2,1.25,-0.57,9.67,0.81,0.62,-0.25,-6.56,4.56,-32.50,31.44,8.63,3.12,-0.21,-0.03,0.00,1.47,-0.53,9.68,-0.96,0.05,0.07,0.27,-31.25,-8.66,-3.16,
400718, 3,2,3,2,1.21,-0.58,9.75,0.56,0.62,-0.81,-6.56,4.56,-32.50,31.44,8.63,3.12,-0.26,-0.04,0.07,1.47,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.27,-8.62,-3.16,
400728, 3,2,3,2,1.20,-0.51,9.82,0.25,0.69,-1.06,-6.56,4.56,-32.50,31.50,8.56,3.12,-0.26,0.02,0.14,1.46,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.28,-8.61,-3.16,
400741, 3,2,3,2,1.29,-0.47,9.73,-0.25,-0.06,-0.88,-7.75,5.00,-31.19,31.50,8.56,3.12,-0.11,0.04,0.03,1.46,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.28,-8.61,-3.16,
400753, 3,2,3,2,1.35,-0.48,9.71,-0.94,-0.37,-0.19,-7.75,5.00,-31.19,31.50,8.56,3.12,-0.11,0.06,0.01,1.46,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.28,-8.60,-3.17,
400765, 3,2,3,2,1.38,-0.52,9.63,-1.19,-0.62,0.19,-7.75,5.00,-31.19,31.50,8.56,3.12,-0.07,0.01,-0.04,1.46,-0.53,9.68,-0.96,0.05,0.06,0.27,-31.28,-8.60,-3.17,
400774, 3,2,3,2,1.41,-0.64,9.38,-1.62,0.19,0.00,-7.75,5.00,-31.19,31.50,8.56,3.19,-0.05,-0.10,-0.29,1.46,-0.54,9.68,-0.96,0.05,0.06,0.27,-31.27,-8.60,-3.20,
400784, 3,2,3,2,1.45,-0.73,9.25,-1.44,1.69,-0.25,-7.37,5.00,-32.00,31.50,8.56,3.19,0.00,-0.19,-0.42,1.46,-0.54,9.68,-0.96,0.05,0.06,0.27,-31.27,-8.59,-3.21,
400796, 3,2,3,2,1.33,-0.75,9.30,-0.94,3.25,-1.25,-7.37,5.00,-32.00,31.50,8.50,3.19,-0.12,-0.21,-0.37,1.45,-0.54,9.68,-0.96,0.05,0.06,0.27,-31.29,-8.56,-3.22,
400809, 3,1,3,2,1.25,-0.67,9.38,-0.31,4.19,-2.19,-7.37,5.00,-32.00,31.50,8.50,3.19,-0.14,-0.07,-0.21,1.44,-0.54,9.68,-0.96,0.05,0.06,0.27,-31.35,-8.48,-3.21,
400822, 3,1,3,2,1.29,-0.61,9.46,0.31,4.37,-3.00,-7.37,5.00,-32.00,31.56,8.44,3.19,-0.13,0.02,-0.08,1.43,-0.54,9.68,-0.96,0.05,0.06,0.27,-31.38,-8.44,-3.19,
